Geo_NAME,Geo_QName,Geo_AREALAND,Geo_AREAWATR,Geo_SUMLEV,Geo_GEOCOMP,Geo_REGION,Geo_DIVISION,Geo_FIPS,Geo_STATE,Geo_COUNTY,SE_T201_001,SE_T201_002,SE_T201_003,SE_T201_004,SE_T201_005
"Autauga County","Autauga County, Alabama","1543550050","21959029   ","050","00","3","6","01001","01","001",43671,43162,509,312,197
"Baldwin County","Baldwin County, Alabama","4134518782","1115203109 ","050","00","3","6","01003","01","003",140415,137458,2957,1143,1814
"Barbour County","Barbour County, Alabama","2291889572","50799584   ","050","00","3","6","01005","01","005",29038,28603,435,75,360
"Bibb County","Bibb County, Alabama","1613627425","8124469    ","050","00","3","6","01007","01","007",20826,20737,89,12,77
"Blount County","Blount County, Alabama","1672057889","12998871   ","050","00","3","6","01009","01","009",51024,49443,1581,277,1304
"Bullock County","Bullock County, Alabama","1618775183","2703063    ","050","00","3","6","01011","01","011",11714,11356,358,58,300
"Butler County","Butler County, Alabama","2012076972","2732130    ","050","00","3","6","01013","01","013",21399,21321,78,53,25
"Calhoun County","Calhoun County, Alabama","1575907564","9996496    ","050","00","3","6","01015","01","015",112249,110342,1907,946,961
"Chambers County","Chambers County, Alabama","1546657021","15382288   ","050","00","3","6","01017","01","017",36583,36289,294,63,231
"Cherokee County","Cherokee County, Alabama","1432576264","121290944  ","050","00","3","6","01019","01","019",23988,23729,259,91,168
"Chilton County","Chilton County, Alabama","1797396705","17552968   ","050","00","3","6","01021","01","021",39593,38846,747,229,518
"Choctaw County","Choctaw County, Alabama","2365990097","18999051   ","050","00","3","6","01023","01","023",15922,15834,88,28,60
"Clarke County","Clarke County, Alabama","3207377186","36596298   ","050","00","3","6","01025","01","025",27867,27718,149,96,53
"Clay County","Clay County, Alabama","1567134311","2403035    ","050","00","3","6","01027","01","027",14254,14127,127,70,57
"Cleburne County","Cleburne County, Alabama","1450940300","2089814    ","050","00","3","6","01029","01","029",14123,13990,133,52,81
"Coffee County","Coffee County, Alabama","1758576346","3854683    ","050","00","3","6","01031","01","031",43615,42457,1158,610,548
"Colbert County","Colbert County, Alabama","1539831753","75305160   ","050","00","3","6","01033","01","033",54984,54499,485,245,240
"Conecuh County","Conecuh County, Alabama","2203546316","4436364    ","050","00","3","6","01035","01","035",14089,14035,54,28,26
"Coosa County","Coosa County, Alabama","1689820597","36039382   ","050","00","3","6","01037","01","037",12202,12163,39,12,27
"Covington County","Covington County, Alabama","2677571159","26020615   ","050","00","3","6","01039","01","039",37631,37415,216,99,117
"Crenshaw County","Crenshaw County, Alabama","1578805448","3354388    ","050","00","3","6","01041","01","041",13665,13629,36,20,16
"Cullman County","Cullman County, Alabama","1912519740","42457211   ","050","00","3","6","01043","01","043",77483,76153,1330,325,1005
"Dale County","Dale County, Alabama","1453174505","4146470    ","050","00","3","6","01045","01","045",49129,47626,1503,721,782
"Dallas County","Dallas County, Alabama","2540033739","32793461   ","050","00","3","6","01047","01","047",46365,46043,322,138,184
"DeKalb County","DeKalb County, Alabama","2014784830","1908435    ","050","00","3","6","01049","01","049",64452,61804,2648,424,2224
"Elmore County","Elmore County, Alabama","1609044562","93127438   ","050","00","3","6","01051","01","051",65874,65161,713,374,339
"Escambia County","Escambia County, Alabama","2453710209","14424173   ","050","00","3","6","01053","01","053",38440,38206,234,85,149
"Etowah County","Etowah County, Alabama","1385183532","36080591   ","050","00","3","6","01055","01","055",103459,101772,1687,446,1241
"Fayette County","Fayette County, Alabama","1625632174","4354945    ","050","00","3","6","01057","01","057",18495,18368,127,14,113
"Franklin County","Franklin County, Alabama","1646312169","28139961   ","050","00","3","6","01059","01","059",31223,29489,1734,250,1484
"Geneva County","Geneva County, Alabama","1492559453","6793742    ","050","00","3","6","01061","01","061",25764,25567,197,115,82
"Greene County","Greene County, Alabama","1672782673","36438301   ","050","00","3","6","01063","01","063",9974,9907,67,39,28
"Hale County","Hale County, Alabama","1667267304","32984565   ","050","00","3","6","01065","01","065",17185,17132,53,46,7
"Henry County","Henry County, Alabama","1455045371","16913484   ","050","00","3","6","01067","01","067",16310,16126,184,64,120
"Houston County","Houston County, Alabama","1503124582","3351697    ","050","00","3","6","01069","01","069",88787,87369,1418,571,847
"Jackson County","Jackson County, Alabama","2793932065","124376317  ","050","00","3","6","01071","01","071",53926,53531,395,181,214
"Jefferson County","Jefferson County, Alabama","2881639146","28998564   ","050","00","3","6","01073","01","073",662047,646555,15492,4946,10546
"Lamar County","Lamar County, Alabama","1566546589","1600546    ","050","00","3","6","01075","01","075",15904,15776,128,22,106
"Lauderdale County","Lauderdale County, Alabama","1733895504","127745460  ","050","00","3","6","01077","01","077",87966,87077,889,356,533
"Lawrence County","Lawrence County, Alabama","1795852273","63932890   ","050","00","3","6","01079","01","079",34803,34627,176,66,110
"Lee County","Lee County, Alabama","1576552257","17723094   ","050","00","3","6","01081","01","081",115092,112003,3089,1063,2026
"Limestone County","Limestone County, Alabama","1471241120","101090592  ","050","00","3","6","01083","01","083",65676,64581,1095,368,727
"Lowndes County","Lowndes County, Alabama","1859446869","18376863   ","050","00","3","6","01085","01","085",13473,13437,36,16,20
"Macon County","Macon County, Alabama","1581247720","7042123    ","050","00","3","6","01087","01","087",24105,23755,350,103,247
"Madison County","Madison County, Alabama","2084739506","20532503   ","050","00","3","6","01089","01","089",276700,265724,10976,4820,6156
"Marengo County","Marengo County, Alabama","2530533970","15034262   ","050","00","3","6","01091","01","091",22539,22373,166,23,143
"Marion County","Marion County, Alabama","1920255331","5586055    ","050","00","3","6","01093","01","093",31214,31064,150,58,92
"Marshall County","Marshall County, Alabama","1468677998","145303458  ","050","00","3","6","01095","01","095",82231,78919,3312,692,2620
"Mobile County","Mobile County, Alabama","3193690623","1064308706 ","050","00","3","6","01097","01","097",399843,390710,9133,3792,5341
"Monroe County","Monroe County, Alabama","2656951618","22457590   ","050","00","3","6","01099","01","099",24324,24242,82,52,30
"Montgomery County","Montgomery County, Alabama","2045477293","25880189   ","050","00","3","6","01101","01","101",223510,219067,4443,2205,2238
"Morgan County","Morgan County, Alabama","1507925725","43627686   ","050","00","3","6","01103","01","103",111064,108057,3007,1156,1851
"Perry County","Perry County, Alabama","1863454321","11896118   ","050","00","3","6","01105","01","105",11861,11803,58,38,20
"Pickens County","Pickens County, Alabama","2282862165","22363229   ","050","00","3","6","01107","01","107",20949,20869,80,54,26
"Pike County","Pike County, Alabama","1737968630","2749829    ","050","00","3","6","01109","01","109",29605,29030,575,129,446
"Randolph County","Randolph County, Alabama","1504900000","7934149    ","050","00","3","6","01111","01","111",22380,22111,269,117,152
"Russell County","Russell County, Alabama","1661003813","15699413   ","050","00","3","6","01113","01","113",49756,48753,1003,481,522
"St. Clair County","St. Clair County, Alabama","1641410695","51432687   ","050","00","3","6","01115","01","115",64742,64329,413,204,209
"Shelby County","Shelby County, Alabama","2058248819","38413582   ","050","00","3","6","01117","01","117",143293,139904,3389,1300,2089
"Sumter County","Sumter County, Alabama","2343771409","21667529   ","050","00","3","6","01119","01","119",14798,14728,70,41,29
"Talladega County","Talladega County, Alabama","1915378668","53656638   ","050","00","3","6","01121","01","121",80321,79780,541,259,282
"Tallapoosa County","Tallapoosa County, Alabama","1859437932","125097133  ","050","00","3","6","01123","01","123",41475,41292,183,128,55
"Tuscaloosa County","Tuscaloosa County, Alabama","3430104517","69553838   ","050","00","3","6","01125","01","125",164875,161416,3459,1098,2361
"Walker County","Walker County, Alabama","2057463774","28245606   ","050","00","3","6","01127","01","127",70713,70200,513,147,366
"Washington County","Washington County, Alabama","2798888327","20423419   ","050","00","3","6","01129","01","129",18097,18011,86,78,8
"Wilcox County","Wilcox County, Alabama","2301677587","48643939   ","050","00","3","6","01131","01","131",13183,13142,41,18,23
"Winston County","Winston County, Alabama","1591383854","45113969   ","050","00","3","6","01133","01","133",24843,24586,257,58,199
"Aleutians East Borough","Aleutians East Borough, Alaska","18099208933","20780667723","050","00","4","9","02013","02","013",2697,2204,493,165,328
"Aleutians West Census Area","Aleutians West Census Area, Alaska","11387589341","25173999631","050","00","4","9","02016","02","016",5465,4291,1174,473,701
"Anchorage Municipality","Anchorage Municipality, Alaska","4395766279","683445939  ","050","00","4","9","02020","02","020",260283,239005,21278,11631,9647
"Bethel Census Area","Bethel Census Area, Alaska","105239784563","12626578961","050","00","4","9","02050","02","050",16006,15789,217,101,116
"Bristol Bay Borough","Bristol Bay Borough, Alaska","1307725488","991362678  ","050","00","4","9","02060","02","060",1258,1251,7,5,2
"Denali Borough","Denali Borough, Alaska","33021449878","64433414   ","050","00","4","9","02068","02","068",1893,1839,54,17,37
"Dillingham Census Area","Dillingham Census Area, Alaska","48367450285","5836871668 ","050","00","4","9","02070","02","070",4922,4873,49,19,30
"Fairbanks North Star Borough","Fairbanks North Star Borough, Alaska","19078483082","201438083  ","050","00","4","9","02090","02","090",82840,79487,3353,1735,1618
"Haines Borough","Haines Borough, Alaska","6070244109","989605130  ","050","00","4","9","02100","02","100",2392,2295,97,68,29
"Juneau City and Borough","Juneau City and Borough, Alaska","7036141369","1394301430 ","050","00","4","9","02110","02","110",30711,28951,1760,1042,718
"Kenai Peninsula Borough","Kenai Peninsula Borough, Alaska","41474147137","22639962070","050","00","4","9","02122","02","122",49691,48335,1356,872,484
"Ketchikan Gateway Borough","Ketchikan Gateway Borough, Alaska","3194034374","1348745006 ","050","00","4","9","02130","02","130",14070,13262,808,586,222
"Kodiak Island Borough","Kodiak Island Borough, Alaska","16989921131","14151251696","050","00","4","9","02150","02","150",13913,11591,2322,1152,1170
"Lake and Peninsula Borough","Lake and Peninsula Borough, Alaska","61594989981","18453667773","050","00","4","9","02164","02","164",1823,1811,12,6,6
"Matanuska-Susitna Borough","Matanuska-Susitna Borough, Alaska","63924889623","1497666767 ","050","00","4","9","02170","02","170",59322,57798,1524,813,711
"Nome Census Area","Nome Census Area, Alaska","59572081811","13681400029","050","00","4","9","02180","02","180",9196,9057,139,84,55
"North Slope Borough","North Slope Borough, Alaska","230035263166","15398849303","050","00","4","9","02185","02","185",7385,6955,430,273,157
"Northwest Arctic Borough","Northwest Arctic Borough, Alaska","92976270484","12596823585","050","00","4","9","02188","02","188",7208,7132,76,45,31
"Prince of Wales-Outer Ketchikan Census Area","Prince of Wales-Outer Ketchikan Census Area, Alaska","19193422932","13715730157","050","00","4","9","02201","02","201",6146,6038,108,69,39
"Sitka City and Borough","Sitka City and Borough, Alaska","7443577063","5018227281 ","050","00","4","9","02220","02","220",8835,8388,447,271,176
"Skagway-Hoonah-Angoon Census Area","Skagway-Hoonah-Angoon Census Area, Alaska","20451795008","9013806170 ","050","00","4","9","02232","02","232",3436,3368,68,39,29
"Southeast Fairbanks Census Area","Southeast Fairbanks Census Area, Alaska","64270183513","637996435  ","050","00","4","9","02240","02","240",6174,5564,610,124,486
"Valdez-Cordova Census Area","Valdez-Cordova Census Area, Alaska","88886050122","15229266352","050","00","4","9","02261","02","261",10195,9677,518,259,259
"Wade Hampton Census Area","Wade Hampton Census Area, Alaska","44530953609","6412136001 ","050","00","4","9","02270","02","270",7028,7010,18,9,9
"Wrangell-Petersburg Census Area","Wrangell-Petersburg Census Area, Alaska","15112433221","8252397782 ","050","00","4","9","02280","02","280",6684,6500,184,100,84
"Yakutat City and Borough","Yakutat City and Borough, Alaska","19814593290","4684825424 ","050","00","4","9","02282","02","282",808,803,5,2,3
"Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area, Alaska","377878437401","5031897827 ","050","00","4","9","02290","02","290",6551,6488,63,51,12
"Apache County","Apache County, Arizona","29020502286","35069942   ","050","00","4","8","04001","04","001",69423,68820,603,221,382
"Cochise County","Cochise County, Arizona","15978796535","127742070  ","050","00","4","8","04003","04","003",117755,103317,14438,7083,7355
"Coconino County","Coconino County, Arizona","48218904679","113408657  ","050","00","4","8","04005","04","005",116320,111269,5051,1609,3442
"Gila County","Gila County, Arizona","12348294231","72606847   ","050","00","4","8","04007","04","007",51335,49512,1823,847,976
"Graham County","Graham County, Arizona","11989870698","30635420   ","050","00","4","8","04009","04","009",33489,32607,882,438,444
"Greenlee County","Greenlee County, Arizona","4783710414","3665171    ","050","00","4","8","04011","04","011",8547,8260,287,140,147
"La Paz County","La Paz County, Arizona","11654826790","34717106   ","050","00","4","8","04012","04","012",19715,17798,1917,487,1430
"Maricopa County","Maricopa County, Arizona","23836016480","54722478   ","050","00","4","8","04013","04","013",3072149,2630909,441240,114048,327192
"Mohave County","Mohave County, Arizona","34476991534","409405407  ","050","00","4","8","04015","04","015",155032,145918,9114,3666,5448
"Navajo County","Navajo County, Arizona","25778620688","16344185   ","050","00","4","8","04017","04","017",97470,95816,1654,633,1021
"Pima County","Pima County, Arizona","23792316898","6644112    ","050","00","4","8","04019","04","019",843746,743696,100050,39665,60385
"Pinal County","Pinal County, Arizona","13907185407","11653422   ","050","00","4","8","04021","04","021",179727,163484,16243,4326,11917
"Santa Cruz County","Santa Cruz County, Arizona","3205457073","1227457    ","050","00","4","8","04023","04","023",38381,23924,14457,6688,7769
"Yavapai County","Yavapai County, Arizona","21039252624","11603654   ","050","00","4","8","04025","04","025",167517,157572,9945,3868,6077
"Yuma County","Yuma County, Arizona","14281424443","12613327   ","050","00","4","8","04027","04","027",160026,121547,38479,10225,28254
"Arkansas County","Arkansas County, Arkansas","2560177487","117328433  ","050","00","3","7","05001","05","001",20749,20666,83,37,46
"Ashley County","Ashley County, Arkansas","2385761562","46447703   ","050","00","3","7","05003","05","003",24209,23681,528,211,317
"Baxter County","Baxter County, Arkansas","1435789253","83859190   ","050","00","3","7","05005","05","005",38386,37765,621,493,128
"Benton County","Benton County, Arkansas","2191114121","88700645   ","050","00","3","7","05007","05","007",153406,143550,9856,2393,7463
"Boone County","Boone County, Arkansas","1531141397","27563192   ","050","00","3","7","05009","05","009",33948,33621,327,173,154
"Bradley County","Bradley County, Arkansas","1685119713","9715126    ","050","00","3","7","05011","05","011",12600,12056,544,141,403
"Calhoun County","Calhoun County, Arkansas","1627223264","11050088   ","050","00","3","7","05013","05","013",5744,5691,53,8,45
"Carroll County","Carroll County, Arkansas","1632402948","22109108   ","050","00","3","7","05015","05","015",25357,23455,1902,364,1538
"Chicot County","Chicot County, Arkansas","1668022627","121360211  ","050","00","3","7","05017","05","017",14117,13786,331,110,221
"Clark County","Clark County, Arkansas","2241461032","44470582   ","050","00","3","7","05019","05","019",23546,23064,482,83,399
"Clay County","Clay County, Arkansas","1655774222","5484984    ","050","00","3","7","05021","05","021",17609,17553,56,35,21
"Cleburne County","Cleburne County, Arkansas","1432389875","100649118  ","050","00","3","7","05023","05","023",24046,23787,259,111,148
"Cleveland County","Cleveland County, Arkansas","1548136778","2753551    ","050","00","3","7","05025","05","025",8571,8448,123,30,93
"Columbia County","Columbia County, Arkansas","1984225864","1935498    ","050","00","3","7","05027","05","027",25603,25382,221,68,153
"Conway County","Conway County, Arkansas","1440420568","27231140   ","050","00","3","7","05029","05","029",20336,20082,254,69,185
"Craighead County","Craighead County, Arkansas","1841065959","5533069    ","050","00","3","7","05031","05","031",82148,80531,1617,316,1301
"Crawford County","Crawford County, Arkansas","1542060108","22805968   ","050","00","3","7","05033","05","033",53247,51983,1264,506,758
"Crittenden County","Crittenden County, Arkansas","1580323104","68687085   ","050","00","3","7","05035","05","035",50866,50257,609,254,355
"Cross County","Cross County, Arkansas","1595034998","16800413   ","050","00","3","7","05037","05","037",19526,19329,197,77,120
"Dallas County","Dallas County, Arkansas","1728609957","1919275    ","050","00","3","7","05039","05","039",9210,9129,81,14,67
"Desha County","Desha County, Arkansas","1981313426","141231808  ","050","00","3","7","05041","05","041",15341,15023,318,93,225
"Drew County","Drew County, Arkansas","2144980532","19353359   ","050","00","3","7","05043","05","043",18723,18445,278,59,219
"Faulkner County","Faulkner County, Arkansas","1676702498","43078811   ","050","00","3","7","05045","05","045",86014,84586,1428,523,905
"Franklin County","Franklin County, Arkansas","1578738873","26238447   ","050","00","3","7","05047","05","047",17771,17539,232,79,153
"Fulton County","Fulton County, Arkansas","1601015098","5593232    ","050","00","3","7","05049","05","049",11642,11596,46,22,24
"Garland County","Garland County, Arkansas","1753998615","148540166  ","050","00","3","7","05051","05","051",88068,85754,2314,1185,1129
"Grant County","Grant County, Arkansas","1636294639","3194372    ","050","00","3","7","05053","05","053",16464,16364,100,32,68
"Greene County","Greene County, Arkansas","1495741684","5535135    ","050","00","3","7","05055","05","055",37331,37128,203,98,105
"Hempstead County","Hempstead County, Arkansas","1887515647","32604215   ","050","00","3","7","05057","05","057",23587,22068,1519,324,1195
"Hot Spring County","Hot Spring County, Arkansas","1592668724","18708143   ","050","00","3","7","05059","05","059",30353,29974,379,130,249
"Howard County","Howard County, Arkansas","1521413675","20153742   ","050","00","3","7","05061","05","061",14300,13793,507,63,444
"Independence County","Independence County, Arkansas","1978183758","20183074   ","050","00","3","7","05063","05","063",34233,33813,420,100,320
"Izard County","Izard County, Arkansas","1503963686","8640533    ","050","00","3","7","05065","05","065",13249,13145,104,79,25
"Jackson County","Jackson County, Arkansas","1640818713","20519620   ","050","00","3","7","05067","05","067",18418,18331,87,18,69
"Jefferson County","Jefferson County, Arkansas","2291661025","74801688   ","050","00","3","7","05069","05","069",84278,83328,950,299,651
"Johnson County","Johnson County, Arkansas","1715007779","53288421   ","050","00","3","7","05071","05","071",22781,21761,1020,125,895
"Lafayette County","Lafayette County, Arkansas","1363620948","48091961   ","050","00","3","7","05073","05","073",8559,8477,82,32,50
"Lawrence County","Lawrence County, Arkansas","1519202550","14957296   ","050","00","3","7","05075","05","075",17774,17663,111,40,71
"Lee County","Lee County, Arkansas","1558301195","46109827   ","050","00","3","7","05077","05","077",12580,12536,44,12,32
"Lincoln County","Lincoln County, Arkansas","1453505517","28401658   ","050","00","3","7","05079","05","079",14492,14387,105,24,81
"Little River County","Little River County, Arkansas","1377184049","85823803   ","050","00","3","7","05081","05","081",13628,13394,234,125,109
"Logan County","Logan County, Arkansas","1838562451","56023081   ","050","00","3","7","05083","05","083",22486,22285,201,102,99
"Lonoke County","Lonoke County, Arkansas","1983828425","94450249   ","050","00","3","7","05085","05","085",52828,52106,722,324,398
"Madison County","Madison County, Arkansas","2167336831","648241     ","050","00","3","7","05087","05","087",14243,13992,251,46,205
"Marion County","Marion County, Arkansas","1548040144","110451459  ","050","00","3","7","05089","05","089",16140,15962,178,114,64
"Miller County","Miller County, Arkansas","1616097588","34967325   ","050","00","3","7","05091","05","091",40443,39987,456,118,338
"Mississippi County","Mississippi County, Arkansas","2326453080","55635025   ","050","00","3","7","05093","05","093",51979,51362,617,200,417
"Monroe County","Monroe County, Arkansas","1571207189","38240567   ","050","00","3","7","05095","05","095",10254,10198,56,10,46
"Montgomery County","Montgomery County, Arkansas","2022591566","50139601   ","050","00","3","7","05097","05","097",9245,9060,185,15,170
"Nevada County","Nevada County, Arkansas","1605671916","2138354    ","050","00","3","7","05099","05","099",9955,9845,110,29,81
"Newton County","Newton County, Arkansas","2131479507","550305     ","050","00","3","7","05101","05","101",8608,8563,45,21,24
"Ouachita County","Ouachita County, Arkansas","1897037646","18601184   ","050","00","3","7","05103","05","103",28790,28596,194,76,118
"Perry County","Perry County, Arkansas","1426937645","24678846   ","050","00","3","7","05105","05","105",10209,10129,80,67,13
"Phillips County","Phillips County, Arkansas","1794011405","89657658   ","050","00","3","7","05107","05","107",26445,26156,289,165,124
"Pike County","Pike County, Arkansas","1561784452","28160233   ","050","00","3","7","05109","05","109",11303,11056,247,25,222
"Poinsett County","Poinsett County, Arkansas","1962534369","14627018   ","050","00","3","7","05111","05","111",25614,25393,221,37,184
"Polk County","Polk County, Arkansas","2225780691","7876636    ","050","00","3","7","05113","05","113",20229,19691,538,227,311
"Pope County","Pope County, Arkansas","2102811754","48921339   ","050","00","3","7","05115","05","115",54469,53522,947,273,674
"Prairie County","Prairie County, Arkansas","1672962375","77251283   ","050","00","3","7","05117","05","117",9539,9500,39,19,20
"Pulaski County","Pulaski County, Arkansas","1996416793","95884135   ","050","00","3","7","05119","05","119",361474,350638,10836,4457,6379
"Randolph County","Randolph County, Arkansas","1688216567","10911454   ","050","00","3","7","05121","05","121",18195,18034,161,56,105
"St. Francis County","St. Francis County, Arkansas","1641628992","22169936   ","050","00","3","7","05123","05","123",29329,29250,79,36,43
"Saline County","Saline County, Arkansas","1873756910","18137769   ","050","00","3","7","05125","05","125",83529,82410,1119,475,644
"Scott County","Scott County, Arkansas","2315138467","10909264   ","050","00","3","7","05127","05","127",10996,10612,384,72,312
"Searcy County","Searcy County, Arkansas","1727908178","3519587    ","050","00","3","7","05129","05","129",8261,8213,48,24,24
"Sebastian County","Sebastian County, Arkansas","1388864138","25366668   ","050","00","3","7","05131","05","131",115071,107149,7922,2208,5714
"Sevier County","Sevier County, Arkansas","1460600945","45080895   ","050","00","3","7","05133","05","133",15757,13755,2002,471,1531
"Sharp County","Sharp County, Arkansas","1565267826","5158769    ","050","00","3","7","05135","05","135",17119,16986,133,88,45
"Stone County","Stone County, Arkansas","1571066263","7344646    ","050","00","3","7","05137","05","137",11499,11403,96,73,23
"Union County","Union County, Arkansas","2690745020","42392663   ","050","00","3","7","05139","05","139",45629,45094,535,161,374
"Van Buren County","Van Buren County, Arkansas","1842811977","33166480   ","050","00","3","7","05141","05","141",16192,15968,224,151,73
"Washington County","Washington County, Arkansas","2459756258","16296853   ","050","00","3","7","05143","05","143",157715,146009,11706,2305,9401
"White County","White County, Arkansas","2678123867","21572200   ","050","00","3","7","05145","05","145",67165,66182,983,307,676
"Woodruff County","Woodruff County, Arkansas","1519193180","19400728   ","050","00","3","7","05147","05","147",8741,8691,50,16,34
"Yell County","Yell County, Arkansas","2403227487","54263565   ","050","00","3","7","05149","05","149",21139,18992,2147,332,1815
"Alameda County","Alameda County, California","1910302974","216454242  ","050","00","4","9","06001","06","001",1443741,1051085,392656,169708,222948
"Alpine County","Alpine County, California","1913008753","11842922   ","050","00","4","9","06003","06","003",1208,1169,39,18,21
"Amador County","Amador County, California","1535775543","30367858   ","050","00","4","9","06005","06","005",35100,33920,1180,736,444
"Butte County","Butte County, California","4246255361","97428420   ","050","00","4","9","06007","06","007",203171,187503,15668,5920,9748
"Calaveras County","Calaveras County, California","2641887224","43527582   ","050","00","4","9","06009","06","009",40554,39335,1219,730,489
"Colusa County","Colusa County, California","2980234877","14359155   ","050","00","4","9","06011","06","011",18804,13623,5181,1226,3955
"Contra Costa County","Contra Costa County, California","1864651611","212906588  ","050","00","4","9","06013","06","013",948816,768328,180488,82317,98171
"Del Norte County","Del Norte County, California","2610221532","574823230  ","050","00","4","9","06015","06","015",27507,25928,1579,460,1119
"El Dorado County","El Dorado County, California","4431073269","200075503  ","050","00","4","9","06017","06","017",156299,145116,11183,4548,6635
"Fresno County","Fresno County, California","15443387242","141660122  ","050","00","4","9","06019","06","019",799407,630690,168717,49397,119320
"Glenn County","Glenn County, California","3405298392","32019600   ","050","00","4","9","06021","06","021",26453,21734,4719,1174,3545
"Humboldt County","Humboldt County, California","9252700018","1242513384 ","050","00","4","9","06023","06","023",126518,120769,5749,2739,3010
"Imperial County","Imperial County, California","10812506906","795121274  ","050","00","4","9","06025","06","025",142361,96578,45783,17942,27841
"Inyo County","Inyo County, California","26425906085","61843146   ","050","00","4","9","06027","06","027",17945,16578,1367,530,837
"Kern County","Kern County, California","21085000353","52980904   ","050","00","4","9","06029","06","029",661645,549701,111944,33590,78354
"Kings County","Kings County, California","3602654510","1291278    ","050","00","4","9","06031","06","031",129461,108704,20757,6206,14551
"Lake County","Lake County, California","3258098255","185236984  ","050","00","4","9","06033","06","033",58309,54487,3822,1706,2116
"Lassen County","Lassen County, California","11803267612","422439110  ","050","00","4","9","06035","06","035",33828,33039,789,438,351
"Los Angeles County","Los Angeles County, California","10517607254","1790852700 ","050","00","4","9","06037","06","037",9519338,6069894,3449444,1311755,2137689
"Madera County","Madera County, California","5531855540","45223370   ","050","00","4","9","06039","06","039",123109,98356,24753,6089,18664
"Marin County","Marin County, California","1346283474","798731740  ","050","00","4","9","06041","06","041",247289,206129,41160,17086,24074
"Mariposa County","Mariposa County, California","3758384025","30217838   ","050","00","4","9","06043","06","043",17130,16655,475,329,146
"Mendocino County","Mendocino County, California","9088191116","956135793  ","050","00","4","9","06045","06","045",86265,77432,8833,2485,6348
"Merced County","Merced County, California","4995295707","111833232  ","050","00","4","9","06047","06","047",210554,158370,52184,16809,35375
"Modoc County","Modoc County, California","10215163611","671524702  ","050","00","4","9","06049","06","049",9449,8893,556,169,387
"Mono County","Mono County, California","7884956227","226369633  ","050","00","4","9","06051","06","051",12853,11255,1598,388,1210
"Monterey County","Monterey County, California","8603818751","1163213553 ","050","00","4","9","06053","06","053",401762,285203,116559,33530,83029
"Napa County","Napa County, California","1952160868","89443626   ","050","00","4","9","06055","06","055",124279,101792,22487,7241,15246
"Nevada County","Nevada County, California","2480205755","43715169   ","050","00","4","9","06057","06","057",92033,87968,4065,2061,2004
"Orange County","Orange County, California","2044547652","410699725  ","050","00","4","9","06059","06","059",2846289,1996390,849899,322592,527307
"Placer County","Placer County, California","3637294463","254882245  ","050","00","4","9","06061","06","061",248399,230837,17562,8402,9160
"Plumas County","Plumas County, California","6614039250","154838986  ","050","00","4","9","06063","06","063",20824,20298,526,271,255
"Riverside County","Riverside County, California","18666999221","248019369  ","050","00","4","9","06065","06","065",1545387,1251675,293712,106834,186878
"Sacramento County","Sacramento County, California","2501026086","77260881   ","050","00","4","9","06067","06","067",1223499,1026304,197195,83982,113213
"San Benito County","San Benito County, California","3597644798","4341176    ","050","00","4","9","06069","06","069",53234,43208,10026,3282,6744
"San Bernardino County","San Bernardino County, California","51935723751","136803389  ","050","00","4","9","06071","06","071",1709434,1390787,318647,120983,197664
"San Diego County","San Diego County, California","10877666909","843363020  ","050","00","4","9","06073","06","073",2813833,2207579,606254,250125,356129
"San Francisco County","San Francisco County, California","120938107","479723545  ","050","00","4","9","06075","06","075",776733,491192,285541,163426,122115
"San Joaquin County","San Joaquin County, California","3624124428","69844755   ","050","00","4","9","06077","06","077",563598,453786,109812,39437,70375
"San Luis Obispo County","San Luis Obispo County, California","8558152840","806063654  ","050","00","4","9","06079","06","079",246681,224665,22016,8924,13092
"San Mateo County","San Mateo County, California","1163077263","756138288  ","050","00","4","9","06081","06","081",707161,479043,228118,111735,116383
"Santa Barbara County","Santa Barbara County, California","7088826764","2724845772 ","050","00","4","9","06083","06","083",399347,314521,84826,27490,57336
"Santa Clara County","Santa Clara County, California","3342865290","34494463   ","050","00","4","9","06085","06","085",1682585,1109455,573130,235952,337178
"Santa Cruz County","Santa Cruz County, California","1153169845","419361484  ","050","00","4","9","06087","06","087",255602,209100,46502,14643,31859
"Shasta County","Shasta County, California","9803608907","161203391  ","050","00","4","9","06089","06","089",163256,156768,6488,3012,3476
"Sierra County","Sierra County, California","2469247836","22253781   ","050","00","4","9","06091","06","091",3555,3448,107,55,52
"Siskiyou County","Siskiyou County, California","16282696756","157153505  ","050","00","4","9","06093","06","093",44301,41919,2382,1052,1330
"Solano County","Solano County, California","2147592310","200674674  ","050","00","4","9","06095","06","095",394542,328046,66496,35301,31195
"Sonoma County","Sonoma County, California","4081505939","498177886  ","050","00","4","9","06097","06","097",458614,392888,65726,22335,43391
"Stanislaus County","Stanislaus County, California","3868899889","54072211   ","050","00","4","9","06099","06","099",446997,365382,81615,30603,51012
"Sutter County","Sutter County, California","1560579911","15642554   ","050","00","4","9","06101","06","101",78930,63702,15228,5333,9895
"Tehama County","Tehama County, California","7643021084","29224867   ","050","00","4","9","06103","06","103",56039,51615,4424,1378,3046
"Trinity County","Trinity County, California","8232554997","74937644   ","050","00","4","9","06105","06","105",13022,12816,206,104,102
